,etp
11272,71.8752562656866
12775,89.9998754293548
7008,104.324243231148
2575,100.306580143977
5893,103.593597848088
11904,100.31064886292
3036,109.687051285437
9073,105.522320264647
2603,114.630805063151
16055,95.9466607004116
10315,90.5614930269101
18888,90.8592218428412
14598,72.7829262919561
920,127.103959700123
13587,86.1867945410718
15011,129.018993215736
635,138.174912121109
11436,96.7192451328702
12593,57.465580781311
3500,114.597364300886
16103,99.8695365473026
11088,104.449769063217
18054,51.7318750972671
11135,126.706021234246
1264,85.9442058387167
3570,79.8488067882067
17734,88.4822959759906
3671,103.43817331403
10128,114.181372924993
5937,159.863177314404
4537,109.124896326519
12394,126.672075386038
9059,119.452772289497
3222,69.043276180031
18115,72.8841045708553
14367,99.7059412512116
12160,61.8422494638617
18367,72.371715526079
8239,110.393022307673
13049,61.6051320429343
5180,141.244449769142
17949,135.0564549037
2496,102.998273348146
2359,98.8509847190252
7019,105.088902757843
6803,126.500511472248
3473,72.100148924379
14673,131.404279251589
12244,59.8294324265295
18109,86.9166505783612
1911,95.9883126550086
11235,79.8296846318975
2660,180.790304830201
90,50.2205395814877
10049,57.6747846155722
16788,88.0769590606593
15324,108.119116357879
12384,94.3507981068765
11572,63.327952475188
16165,86.4095312068134
6016,64.2383834710543
3888,110.053701135464
7694,101.194747782707
2828,144.497064523854
7878,64.0946299575867
5169,142.316202968162
11448,101.200554000378
9778,126.702863062595
7863,90.1525405509178
1654,132.849684420697
14423,113.873213631942
11549,60.6570151065624
3353,49.0912615094073
18153,126.035250805033
16192,66.8302470877867
3755,104.032921825957
10829,64.318184737996
9160,85.0854807869436
8304,93.1581081150353
2611,104.283305549789
9405,116.232849417703
13329,132.25935110427
13057,92.699318702658
9074,107.13199506572
3731,112.665545387903
3370,114.880201921726
13669,117.576129947609
17107,63.2937058260998
17147,96.4578916636471
12626,104.248112963861
1208,151.629589270062
12586,107.168482007619
18993,118.837345293745
16775,95.5386085895506
4113,112.889404664113
18225,113.930034487667
12565,88.7832315320333
13941,118.112770733772
8743,95.5721192028412
15652,60.3310023862958
6635,101.423852904802
1652,122.72004985973
11174,96.2817218588051
16961,51.4828965962446
6257,57.5671018293771
17794,97.967791687565
15781,87.5808238240322
4040,147.943903960245
4491,81.3995047055454
1480,85.5927173603346
8259,91.8770161866619
6126,47.0207382523931
15801,162.36922365232
1460,120.676951203557
2598,77.4883785402369
70,163.513412622493
10090,130.286925018381
2786,111.706829455534
12105,127.437915558034
18012,88.1825732616783
518,122.973792582149
13248,90.3558950923716
3448,77.7469026935774
2304,114.900888976941
3279,74.9312764387956
14765,58.0302560433566
13763,107.38874294411
11919,90.7799645983457
11390,101.466857028746
4429,106.200630224442
753,147.911923921745
8295,86.9865824888864
10040,131.259039174109
8775,105.291029707456
4651,91.3889468390319
5257,106.491967582442
15998,96.0352402906432
9242,109.971066328989
8029,88.6277581488387
3300,103.284248448351
16361,52.91917855023
11093,61.2499802878581
19063,90.5746168887972
6819,90.8889101054283
1407,93.7853239399447
14580,122.942969414593
15496,71.4547963236498
8176,64.6531887832342
16972,64.7023026676046
874,131.80549961774
18066,58.6410311483533
6859,89.0358130238454
18355,77.8356388679762
17788,68.4143261964912
5401,98.3522905357118
13355,98.0344660393197
6955,84.3228767321404
8900,129.97578226101
7659,88.0972454125608
13264,81.6913555055124
13483,74.6382490428238
17494,90.5233128397314
6782,101.312947822563
9899,106.97247262797
7080,100.188187545831
1454,109.766229008699
1501,102.666400849543
9666,54.3972996802561
11378,99.5065320030456
14312,112.834496588145
11170,136.102670964625
12915,85.8716612161731
6153,109.298260114786
11896,73.4211007203071
15680,116.152881921265
11035,84.2324796620222
10439,112.342596095983
1840,70.9827095355633
3111,87.4016689154962
6207,96.2680757105773
11531,101.307720188111
7437,127.390873891518
487,97.2189795255277
15704,118.883107754395
10421,64.2314502088876
18441,125.982341204998
7166,99.3071783093011
